0,1,2,3,4,5,6,7,8
CNTNAP3B,MMP12,LAMA1,CD300LG,DAPK2,CASQ2,KREMEN1,PPP1R16A,LINC02577
ANKS1A,YKT6,FAM83F,LDB3,CBX4,COL21A1,CST7,ANK2,FAM83F
PEAK1,SNORC,SFTA1P,AL021155.2,ZNF888,LEF1-AS1,FSTL3,COL9A1,SFTA1P
CCNB1,HACL1,CAMK4,ENPP3,MADCAM1,CCL22,MIR222HG,COL21A1,TIMP2
CLUH,NEXN,TSPAN5,SHISA6,UTS2B,ST6GALNAC5,GALNT17,ZDHHC18,ANKRD33B
TAFA5,SPG11,ASAH1,FGF12,LRRC69,SOD3,ANKS1B,MMP9,ITGA10
SERPINE1,KALRN,CPD,IGFBP5,NSMCE1-DT,USP15,CA4,TBC1D4,BEST4
NT5DC3,AKR1B10,ANO10,KIT,PDE12,SLFN13,SAMD12,PARPBP,SLC14A1
GPR39,FGFBP2,NPY1R,TNS1,PCNA,LZTS1,FOXA1,HMGB2,FHDC1
TUBA1A,SYNGR1,RIPOR3,LAMB1,CDK12,HAS1,MADCAM1,EML4,UBAP1L
LINC01558,ERRFI1,MYH11,RALGDS,AL390957.1,AL138778.1,BMX,PARP16,PARD6G
USP40,GFRA3,CLDN23,CLEC4O,AL034427.1,STAG3L2,FBXW4,COL5A3,STMN2
COL27A1,MAOB,IL10RA,VSIG2,ACOT11,ZNF880,CDH2,AC239799.2,CTSL
TMEM17,POSTN,MXRA7,SLC1A2,DLEU2,ESM1,AC084026.2,SFI1,AC002377.1
FAM83E,SEMA3B,ITGA3,SMIM25,AC011498.1,INSC,HHAT,BMP5,NPTX2
HAS1,AC005537.1,LPL,PRDM15,GSKIP,HDC,BHLHE40-AS1,AL354718.3,NPY1R
NMU,SCML4,VWA5A,LETM1,XYLT1,NSMCE1-DT,TNFAIP6,UAP1,CFD
CD74,MUC13,KANK2,LILRA5,LINC00598,PPP2R2B,B3GNT7,PCDH7,RIPOR3
CDH19,ABR,CASQ2,MIA3,Z84485.1,NPTX2,SDK2,UST,NEURL1
COL4A5,ENDOD1,COL5A3,BTBD11,MXD3,PARD6G,PARP16,AC009967.1,SOX7
SORCS1,MSH2,PHLDB2,FAM160B2,AC087651.1,PARP11,GEM,HTR4,MORN3
CAMSAP2,BMP4,ADAMTS9-AS2,SLC2A6,ZNF721,GOLGA8B,MAP3K9,AC034114.2,LIPT2
REEP1,DLEU2,GFI1,ZIK1,ITPRID1,NSUN6,TNRC6B,MAP3K19,CABLES1
USP53,LETM1,TTYH1,CCDC144B,ZCCHC2,BMP5,SHISA6,ASTN2,LPL
CLMP,NEIL1,HIGD1B,COL5A1,POU2F3,PHLDB2,LYAR,CD79B,CASQ2
MAP4,ZNF33A,ITPK1,RAB21,CCDC18-AS1,NLGN4X,HIPK1-AS1,NLRC3,SAA1
MMP16,FNDC1,STC1,MCC,DCTN5,LINC01991,PLA2R1,ABI3BP,ZDBF2
DTNA,GPC3,SYNPO,AC109466.1,P3H2,SLC2A6,COL9A1,CCL26,ADAMTS9-AS2
SCGB2A1,F13A1,ZDHHC11,CNTNAP3B,AC005618.4,FBXW4,PPP1R16B,IQGAP3,ELF3
FAM83F,PLXNB2,LINC01559,PARP15,MAP3K14,MORN3,CLEC4O,CERCAM,AC105942.1
FAM135A,EDIL3,PDLIM7,OSBPL6,RNF223,LINC00299,RASAL3,SLC4A4,CPEB3
ZEB2,ATXN7,GLDN,UAP1,MIR29B2CHG,IL12RB2,ARL14,VCAN,COL4A1
HIGD1B,RORA,MLXIP,CYTH3,SLC25A53,LDB3,NRXN1,ITPRIPL1,KLRF1
EHHADH,PRRC2A,PPFIA3,FBXO42,UPF2,LINC02156,PDE3B,SMIM25,OFD1
NPY1R,SFI1,ADAMTSL1,AP000769.1,SLC35F1,HSPG2,ACTG2,SDS,TTYH1
CDKN3,C16orf54,FOXD2,THADA,TMEM94,FAM162B,CDC14A,SHISA9,HIGD1B
PHLDB2,CCL20,RGS3,SLC18A2,CUX2,MEG8,LINC01612,LINC01320,PCSK5
SFTA1P,ALDH1A3,IQSEC2,ZC3H12D,TRIM71,OGA,ESM1,PASK,DYNC2H1
KCTD1,FBP1,CYP4B1,CSTA,PARP11,DGKG,XKR4,USP15,LINC00892
CCL18,HSD17B2,KLRC1,GSN,GATM,COMP,AC012123.1,MID1IP1,ZDHHC11
EDN3,KLHL7,PRELP,COL4A1,TOM1L1,SLC4A7,PCNX2,BHLHE40-AS1,CUL2
BSPRY,EOMES,ACOX2,CAMTA2,LINC01521,COL4A5,PCDH19,KLHL31,TNFRSF1B
PCSK5,OLFML2A,TMEM178A,SGIP1,NLN,PTGS1,IRS3P,ACOXL,PRSS3
CFAP69,ARID1B,LINC01612,METTL16,RPS12,RFTN2,ANKRD36B,BLVRB,GTSCR1
AHI1,CNOT6L,NAMPTP1,NDUFA6-DT,AC009126.1,MTR,DHCR24,ZBTB10,UST
ADAMTS9-AS2,PDZK1IP1,CLIC5,SETDB2,CCDC150,MMP16,MYBL1,ATP1A2,SMTN
RAB11FIP3,TMIGD2,MRVI1,FAM214B,PCSK2,ARHGEF17,CLCA1,SLC12A8,SUCLG2-AS1
IL6,GCNT3,MAOB,SAP30L-AS1,NR4A2,UTRN,AL157935.1,AC092666.1,LINC00899
FGF2,LINC01133,EGFLAM,TRAF1,RNF19A,LINC00598,MIR99AHG,AC007613.1,STS
ITGB8,CUL9,KIAA1755,USF1,FAM83E,ABCC9,GUCY1A2,SLC2A4,KRT8
DYNC1I1,PRKAG2,RNF217,RNF152,ZGRF1,MMP12,ASTN2,GLDN,TSPAN8
EGLN3,NOTCH4,MMP12,AC139887.2,EPHA4,PSAP,CBLB,AL022068.1,CYP4B1
ATF3,SELP,CAB39L,PIF1,SWSAP1,ARAP2,ALDOB,GPR155,LIPG
ADGRG6,HSPG2,PRIMA1,SLC8A1,KIF19,POLK,SUGCT,AP002852.1,ABI3
STMN2,UNC13D,FAM162B,AF127936.2,CD300LG,AK5,SYNPO2,ALOX12B,PRELP
SEL1L3,PDE5A,AQP8,ANKRD36C,MGST2,SF3B1,ABCA5,AC084879.1,NMU
WWC2,MECOM,LINC00299,AC009126.1,PFKFB2,DYNC1I1,BSPRY,TBC1D31,REEP1
RNF150,MRM1,ABCA9,PHLDA1,SMG1,TBC1D9,CSF1,FRMD1,AFG1L
LINC01559,EML4,PGAP1,AL162151.1,ADAM19,TAGLN,KIF19,CLEC4E,CHIC1
NPTX2,NCK2,WWC2,FKBP7,SMCO4,INPP4A,ASAP3,AL157935.1,PTGFR
DUOX2,GEM,COL27A1,CLEC9A,CYB5R4,LINC02595,NIPAL3,PDGFRB,PRRC2A
NRXN3,EDNRB,LTBP2,AC084026.2,ANP32BP1,WNT10B,RFTN2,COL8A1,LAMP3
ZDHHC11,CLECL1,RERGL,SDS,SLC2A6,ODF2L,RADIL,PIGZ,CSRP2
VWA5A,NID1,ATOH1,COL4A2,GRAMD4,EFHD1,PAIP2B,EFHD1,DNHD1
SVIL,FSTL3,CLEC12A,CLEC12A,AC188616.1,CYP4B1,LINC00299,NFKBID,CD96
SLC12A8,PLA2G10,MARCKS,TRIM35,AC010336.8,PLP1,PDE5A,SEL1L3,FOXA1
LINC01612,BACH2,BMS1P10,DUOX2,NKX2-2,LTB4R,PCDH7,PI16,KRT24
LINC01088,RASGRP1,DLL1,RARRES1,METTL4,GIGYF1,PZP,ADAMTSL4-AS1,PRRX2
C1orf21,DLC1,HS3ST3B1,PLEKHG2,CGA,CASP2,KANK2,FBXW4,AC004816.1
BCAS4,LIMCH1,TMIGD1,ANKRD13D,GDF15,HLA-B,AK5,BEST4,DOK2
FOXA1,FRMD4B,DNAJC12,ITLN1,COL28A1,GATM,PROCR,DGKA,EGFLAM
SOX7,COL5A1,PFKFB3,AC007569.1,DEFA6,COCH,RHEX,PZP,CCR7
COL21A1,PCNX2,TPRG1,SLFN13,KIF5C,ANKS1B,UTS2B,PCSK7,TTC26
CYP4B1,CLEC4E,PCDH17,MASP1,UBL7-AS1,LINC01638,LINC01697,GHR,BCORL1
AC009570.2,HECW2,SPDEF,HSD17B2,AC239799.2,LPIN1,A2MP1,ZNF385C,BNIP5
KIRREL1,AOC1,NTM,PRKCE,HMCES,PCOLCE2,PCSK2,TFAP2C,RFX3
STC1,HTRA3,CLCA4,RGS5,DNHD1,REEP1,ARHGEF17,NIBAN1,CACNA1C
GHR,SYTL1,TPBG,METTL4,AC105749.1,C20orf194,CDC42EP1,GBA3,CCL26
LAMA1,COL12A1,TTC39B,FBLN2,AC008549.2,ZFP14,SHANK2,AVPI1,AL365295.1
PROX1,CD177,DUOX2,KCTD12,AL132780.1,SFI1,EGFL6,ZBTB32,SCGB2A1
KRT24,SMIM25,CCL23,MIR29B2CHG,MIR222HG,RNF150,LINC01088,PTCH2,PRIMA1
PCDH7,ITGB3BP,A1CF,NFASC,SOX7,ASB1,MAP3K7CL,LINC02660,ZNF823
SELENON,RABL2A,PDE3B,BACH2,FYN,SUGCT,TBC1D19,S100A9,EDN3
EVPL,MARCO,HIF3A,FBLN5,PDE3B,ACTG2,SHC4,ANP32BP1,BSPRY
LINC00992,CRIPT,LINC01088,UBA6,ANKRD20A5P,CCL17,LINC02595,HEPH,TRAIP
MFSD2A,DST,TOM1L1,POLK,NEU3,COLGALT2,JPH2,CASQ2,COL27A1
CLEC12A,SETD5,HOOK1,EXOC7,SLC1A3,GJA5,AL162151.1,CR1,SOX6
ITGA3,BHLHE40-AS1,FGFBP2,LTBP1,SLFN13,A2MP1,COLEC11,DKK3,NAA40
TK1,SERPINB9,KCNK5,KLF4,HOPX,CHODL,BCL11A,CASP8,ZNF215
RDX,RASAL3,NFASC,MYLK,TDP2,SVEP1,SLC26A3,MIR222HG,MFSD4B
ADAMTSL1,ITPK1,RFLNA,LEF1-AS1,PLB1,KANK2,MRAP2,BNIP5,IL6ST
CHODL,KCNK5,SYNPO2,FENDRR,GPR39,AC009570.2,NFIA,NKAIN3,ATOH1
CSNK1E,FAM162B,SMIM25,RBP7,LINC00261,ADAM33,USHBP1,FHL2,HHAT
CASQ2,AURKA,RBMS2,ESM1,STARD7-AS1,SMIM25,ARHGEF26,COL5A1,AP002852.1
TMIGD1,IPCEF1,LINC02446,TET2,SH2D6,DLG2,SLC12A8,AC104806.2,SFI1
TTYH1,GALNT16,CARD10,COL15A1,AGTPBP1,PRRX2,IL21,RND3,RNF217
ACACB,PLP1,GFRA2,CLDN23,CLCA1,SMCHD1,SPINK2,GRIN2C,PRDM15
ANO1,PXDN,FUCA1,UTRN,INPP4A,MEIS1,FHOD3,CHODL,WFDC2
ANO10,LAMB1,ADAMTS9,POGZ,TBC1D31,LINC02328,PRICKLE2,RPLP2,MMUT
AQP7,MAF,AC004817.3,NFIA,BTNL9,FLT4,PCSK7,EPB41,C1S
GRB10,MAP3K7CL,AC009951.3,STARD7-AS1,RBM33,LMOD3,HSPA12A,MRVI1,TMIGD1
CRIM1,CD36,LINC00261,JADE1,NOS2,ANKDD1A,MASP1,TFCP2L1,ANXA2
MRVI1,GNLY,TANC1,AL138778.1,FBP1,AC008105.3,UAP1,HIF1AN,STAT4
GRASP,GFRA1,SCRG1,OSR2,ACOXL,IGFBP4,ATXN7,AL390957.1,AC008549.2
DNAJC12,OFD1,ROBO1,BMP5,KALRN,EGFLAM,SLC18A2,NCAM2,COL5A3
PRELP,ATF3,PSTPIP2,MXD4,NFATC3,DISC1,COL27A1,APBA2,CHODL
CLECL1,PHGR1,PGF,HSPG2,LINC00844,PPM1F,GHR,HS3ST2,BLK
ACOX2,BIK,GFRA3,AC091271.1,MIDN,CCDC144B,TPT1-AS1,CLUH,CLCA1
PRELID2,KCNE4,IGFL2-AS1,KAT2B,LINC02595,TAFA5,KIF5C,CDK15,STC1
DKK3,RND3,EREG,MEF2D,ALOX12B,ZNF566,NXN,SCGB2A1,EPCAM
PTGFR,CDKN2B-AS1,SMPDL3A,GCNT2,ABCB9,SFTA1P,EGFLAM,PAMR1,ASTN2
RNF217,MAP3K8,PHLDA1,PGF,NRXN1,CDC14A,CASP2,LINC01843,PTPN13
SORBS1,CASP8,LINC00992,USHBP1,SPG11,ITGA10,KIT,DUSP4,CLCA4
CLCA4,TFF1,RNF152,AC083862.3,NEURL1,BACH2,FAM162B,PDE5A,TPBG
MAOB,FBXW4,NPR1,HAS1,APOBEC3A,CADM1,MNAT1,KIF21A,KIRREL1
DENND5A,RAMP1,ATXN1,PALLD,ATXN7L1,S100A9,MS4A8,NRG1,TMEM178A
PRRX2,PODXL,GLB1L2,WDFY2,GFRA2,SLC14A1,NMU,TRIM9,ADAMTSL1
BMS1P10,ODF2L,APOC1,AP3M2,DENND11,FTX,SOX7,H2BC15,IFI27
SPON2,CENPO,TMIGD2,F10,RAB26,MEG3,SEMA3C,BACH2,CCR4
EGFLAM,ITGAL,CDH13,FUCA1,IL17RB,AC002377.1,BEST4,NRIR,AL139383.1
USHBP1,DPEP1,GREM1,HMCES,TYMS,RIPOR3,KIRREL1,AC098934.2,NEU3
SGIP1,C1orf21,PTPN4,PRKAG2,RAB21,MIR29B2CHG,H2BC8,CRYBG1,ITPRIPL1
RFLNA,ACSL3,ACE,PLB1,LINC00324,SOX6,COL21A1,ZNF331,CNKSR3
MAP3K7CL,SYNE1,KREMEN1,CDKN2B-AS1,PLEKHA7,DAB2,SLC12A2,PRKG1,CLEC7A
HMGN5,TOX2,FAR2,EPB41,HMSD,LPL,COL4A5,CATSPERB,TCEA3
PRIMA1,PDGFRB,SVIL,NOTCH4,AL157935.1,LAMP3,SLC2A4,AL034427.1,TSPAN11
KREMEN1,P3H2,TRG-AS1,CYFIP2,STIM2,GALNT16,AUTS2,SLFN13,USHBP1
SMIM25,KLRG1,FLT1,RHEX,RASSF3,IQSEC1,NUCB2,SH2D6,OTUD3
ADAMTSL3,CDX1,HEG1,ACTG2,PFKFB3,PTGFR,DMPK,MEG3,PRICKLE2
GFRA2,ANKRA2,CDKN1A,RNMT,MPHOSPH9,LTBP4,NLGN4X,SNORD3B-2,ITGB4
ASAP3,GPM6B,KDR,EPHA4,SV2B,ADAMTS9-AS2,IL17RE,LINC00299,MS4A1
ATOH1,PKIB,PLEKHA7,LAMA1,AC008105.3,SLC25A45,LINC01991,HSPA12A,GFRA2
IQSEC2,USP53,ARHGEF40,INPP4A,RALGDS,KLRF1,PDZD2,ATM,SERPINB9
KDR,AREG,P3H2,BRAF,CEP135,WARS1,ROBO1,NRXN1,AC010336.8
CR1,SEC24A,EDN1,MMP16,FRMD1,HIGD1B,AC093157.1,LINC00926,CD74
AZGP1,CDH5,CHP1,CLCA4,MAP3K9,GTSCR1,CLCA4,MICAL3,LY96
PLAGL1,GATM,CRTAM,CASS4,LRRC74B,EPB41L2,SEL1L3,DARS-AS1,PDE12
RGS5,FBXO32,WNT5B,PRKCQ,SHC4,PXDN,PPP2R3A,H2AC11,ACOX2
STMN1,SDCBP2,ITLN1,CCL23,ACSS1,ARHGEF26,PATL2,SLC16A10,KLRC1
UGT8,ABCA8,BHLHE40-AS1,LRP1,GBA3,GFRA3,LDB3,DMXL2,RAB11FIP3
LINC00261,TSPAN5,GPR155,TAGLN,LTB4R,FGFBP2,LINC02156,EVPL,WDR91
RNF152,EFHD1,SPINK4,ERICH1,MICAL3,ITPRIPL1,LINC00992,LINC01422,NCAM1
SGK1,TSC22D1,CACNB3,ADAM33,CUL9,COL9A3,TNIP3,ARAP2,KIF11
TSPAN11,CRIM1,MAN1A1,ARHGAP24,ARHGEF38,SERPINE1,LINC01558,APOC1,WDFY2
COX4I2,MAP4K1,SLC51B,PDLIM3,SGTB,LINC00173,TTLL7,CNKSR2,GMDS
IGLL5,SLMAP,PYHIN1,OLFML3,SETDB2,PZP,CCL20,NEURL1,METAP1D
MAN1A1,ITGB5,MARCO,CAVIN1,ZNF26,KLRC1,ST6GALNAC5,LINC02446,MRVI1
FLT1,STMN3,CDKN2B-AS1,IQSEC1,HIF1AN,COX4I2,GFRA3,AC107204.1,SGTB
CLCA1,AKNA,CD36,IL12RB2,SP4,WDFY2,ITLN1,RRP1,RBMS2
HEG1,LTBP1,ERN1,TAZ,LINC00520,CDH13,NOS2,SWSAP1,PLAC8
TPBG,FABP1,TSPAN9,GEM,CMC1,CCDC82,STAT4,SLC35F1,BUB1B
CD1E,CEMIP2,EVPL,ZDBF2,SLC16A10,FAM20C,BACH2,ZNF536,FGFBP2
KIAA1755,FCMR,ARHGEF17,WFDC1,GOLGA8B,ZNF224,BATF,TRAF1,ZNF429
WNT5B,CCNB1,PITX1,AP001347.1,AP1S2,MARCO,GDF15,ACTG2,LINC00992
HAND2-AS1,FAR2,FSCN1,SGTB,MYO15B,SCRG1,SERP2,C7,STYK1
EREG,NPR1,SLC1A3,TNFAIP2,ZNF33A,STC1,MMP16,CCNH,NEK11
GEM,TAGLN,TUBA1A,UPF2,MUC12,CP,AC005392.3,MUSK,CAMKK1
MMP9,KDR,PRKCQ,EPHA1-AS1,CLUH,SDS,IGLL5,LINC01559,AC124016.1
RBMS2,CRISPLD2,GALNT16,ZNF175,ATM,IGLL5,INSC,PTH1R,ANO1
GLDN,LY96,TBC1D2B,LYAR,NLRP3,CR1,TPRG1,IGFL2-AS1,IL6
WFDC1,SMPDL3A,PPP1R16A,TRERF1,DISC1,ACKR3,EPB41,AC092164.1,MMP9
MYO6,HEPH,GRN,SP4,IGFBP2,PCP4,TMEM178A,IGFBP6,SYT13
APOC1,AURKB,PRKG1,GHR,NRIR,ARRDC5,HDC,ESR1,PHGR1
EDN1,PDLIM3,HEPACAM2,SCGB2A1,MMP9,APBA2,COL28A1,C12orf77,GLDN
MIDN,TK1,KALRN,RTKN2,CASP2,AC008549.2,ABCC9,PRNP,C1R
TSPAN9,SEMA3C,PSTPIP1,AC018647.1,CATSPERB,ISG15,AC010624.5,LINC02694,KREMEN1
PLA2G7,STAP2,PBXIP1,PCBP1-AS1,PIM1,PCDH7,ATOH1,PFKFB2,EHHADH
AQP8,RNMT,HNF4G,FAM107A,RAB20,ZFP82,AC105942.1,SLC40A1,PROX1
GFRA3,ITK,INSR,NEIL1,ENPP3,MRVI1,FAM107A,AC002074.1,AC139887.2
PFKFB2,ITIH5,DES,FAM102A,PLEKHM1P1,LTBP3,PPP1R9A,AC010336.8,FBLN1
NXN,MAL2,SDS,PKIB,PLA2G7,AC253572.2,FAM13C,NCAM1,COL6A2
LILRA5,INTS4,MRC1,TNS2,BLOC1S2,SP4,LPIN1,CCNB1,RTCA-AS1
GREM1,CFL2,TBC1D4,BEST4,MS4A2,LINC01619,CHRDL1,PBXIP1,ADGRG6
DLL1,UPF2,MID1IP1,COLGALT2,TFAP2A,TIE1,AL139383.1,PRRX2,IL7R
IRS1,AC005747.1,PLA2G7,DARS-AS1,SLC4A7,CCR4,AP000873.2,CENPF,DICER1-AS1
TOM1L1,PLSCR4,PODXL,EMP1,H2AC11,HAND2-AS1,AL050309.1,PTGS1,ETFBKMT
MARCO,PRPF8,ITGA9,STAG3L3,CXCL3,ZNF680,ERRFI1,EGFR,AHCTF1
PCDH17,C5AR1,PCP4,PHLDB3,SLC16A13,PODXL,LINC02694,TK1,SGIP1
PITX1,DDX52,PTGDR,CBR4,IL4R,TSPAN11,SMIM14,SERP2,COX4I2
PLXDC1,PLA2G7,GFRA1,LTBP2,AC124319.1,USHBP1,OLFML3,RNF223,SELP
ACOT11,SYNPO,MYO15B,A2MP1,RGCC,SLC39A6,NCK2,CCL17,LINC01088
SDS,AC080038.1,FBP1,FBF1,ZNF215,NCAM1,MMRN1,LINC01943,SCRG1
DOCK5,IL10RA,NRP2,XAF1,ANK3,CNOT6L,APOBEC3G,SLC25A25-AS1,WHRN
FAM162B,F10,ADCY9,GJA5,APOLD1,GFRA2,STYK1,MMP12,RTKN2
AMFR,TSPAN1,ANK2,LMOD1,TOX2,PLXDC1,NCAM1,RIPOR3,AQP7
GALNT16,CHRDL1,MAF,EFHD1,AQP8,AL021155.2,MAGI1,CARMN,COL6A3
ASRGL1,CD8B,AC005392.3,CLEC4E,RPS6KA3,WWC2,PARD6G,MAP3K9,PCDH7
GLB1L2,CDC20,ZNF521,GALNT16,ZFYVE28,CASS4,CNN1,SHISA6,LILRA5
IGFL2-AS1,LINC02273,MSRB3,TECPR1,DPEP1,STAG3,TSPAN5,SYNGR1,SELENOM
CDH13,ZNF680,CSRP2,PTCH2,ADGRE5,BCL11A,LINC01638,MEIS1,LINC02446
CLEC4E,COCH,CARMN,MIR4435-2HG,SNORD3B-2,CD163,JAG1,COL28A1,LINC00926
HNF4G,TRGC2,MAMDC2,CEACAM7,IL21,CNN3,RGS16,RAMP1,SLFN12L
CHP1,SULF1,RBP7,RABGAP1,IRAK1,ABI3BP,SSUH2,ADAMTSL3,ADCK1
NIBAN3,COL15A1,FAM13C,MORN3,C12orf77,PLA2G7,CRISPLD2,PRDM1,SEC31B
RERGL,ARHGAP4,AZGP1,AC124319.1,SEC31B,SELP,RIPOR2,ZNF215,SPINK1
TTLL7,AC008755.1,GRB10,SF3B1,CLEC4O,SGTB,KLRF1,CLEC4O,PRKCE
NTM,MIR155HG,AC243829.4,AC009570.2,BTBD11,FKBP7,PCAT19,AL031432.4,RFLNA
MMP12,MNAT1,C5AR1,SFTA1P,TECPR1,BHLHE40-AS1,ZDHHC11,PHLDB3,AC009951.3
CAB39L,FCRL1,LINC01934,XYLT2,CTC1,PTPN4,TMIGD2,INHBA,KIF5C
KALRN,AVPI1,EGR1,FOSL2,SLC4A4,AC009951.3,STMN2,TAC3,HLA-DQA1
ACTA2,ALAS1,CLEC4E,LAMP3,SLC26A2,BCAM,TAFA5,NAALADL2,EVPL
DMD,DGKA,LAIR2,PXDN,AL021155.2,LILRA5,AC008549.2,CYCS,LINC01612
AC009951.3,SUGCT,SEMA6D,NPY1R,LPIN1,THBS4,WNT10B,SELENBP1,CNN3
IL17RE,KRT20,HSPG2,RIPOR3,PLP1,CCL18,AC104170.1,PPIEL,IGFBP7
NLN,SLC44A4,CX3CL1,AC129492.1,AC012123.1,LMOD1,HEG1,BMPER,BACH2
ACE,PMEPA1,FEZ1,CBX6,MMRN1,DARS-AS1,NOL4L,ANPEP,ASAP3
ADGRF5,MYO1F,C1orf198,SUCLG2-AS1,ZC3HAV1,SMOC2,KCNK5,ALDOB,SERPINE2
CDKN1A,EBI3,PARVA,PLA2G7,AC084026.2,PIK3CG,NRXN3,AC005537.1,DLEU1
P3H2,EGFR,DRAIC,SETD5,BACH2,IL6,FAM83E,CCDC150,COX10-AS1
ADAM33,ENPP2,CLDND1,KLRF1,LINC01619,RGS16,GJA5,MIR100HG,EDNRA
GFRA1,RBFOX2,ACTG2,CEP135,SLC25A25-AS1,MCC,MORN3,LILRA5,BHLHE40-AS1
EDNRA,MRC1,SH3D19,CASP2,AF127936.2,SGIP1,WT1,LAMA2,TSPAN9
ITGA9,FLT1,TNFAIP2,HIGD1B,AC245297.3,AC124319.1,AASS,AC005747.1,GALNT16
CX3CL1,ELN,HMCN2,HHAT,RHEX,ATF7IP,WHRN,FNDC1,CEP97
PLP1,DENND5A,PPP2R2B,EPS15,HMGCS1,ATRX,NID1,PIF1,C20orf194
LIMS2,ROBO1,LMOD1,CAVIN2,TPRG1,PFKFB3,TPBG,AC245297.3,FAM162B
PDE5A,ADGRF5,TFCP2L1,MIDN,IRS3P,ATXN1,LAMA1,CAB39L,MRPS21
PARVA,CSF1,UGT2A3,DIPK2A,PPP2R2B,NFKBID,SVEP1,UNC13D,ADAMTSL3
MAGI1,PTGFRN,WFDC1,LINC00299,DNASE1L3,GFRA1,LTBP3,SLC1A2,CD1E
SYNPO2,GPA33,FOXA3,MYH11,ASRGL1,LTBP2,PPFIBP1,SNHG12,FBLN2
PMEPA1,PLAAT2,SGCE,ERP44,DTL,IL1R1,PRDM5,IL17RB,STPG1
AC010624.5,NAMPTP1,MYLK,PRCP,CCNH,TNRC6B,ANKRD36C,PCSK2,CAMSAP2
GPC3,SCD,HOXB-AS1,ZFYVE28,KPNA2,RGS5,APOD,Z84485.1,CEP295
MECOM,PPP1R14D,SASH1,CYP4B1,DUSP16,CAB39L,HIP1R,SHANK2,FOXRED2
SMIM31,S100A9,CP,MAOB,SMCHD1,PLEKHG2,CRIM1,FBXO32,KIAA1755
SLC51B,ZAP70,SOD2,ATP8B2,ALDOB,TNS2,LINC01843,EGFL6,RFX2
PPFIA3,SLC39A6,ERBB2,GTSCR1,RNFT2,SLFN12L,SFI1,CCL20,SLC25A37
SUGCT,FAM107A,NOSTRIN,MFGE8,NOTCH4,CLEC12A,ADAMTSL5,SLFN12L,MORC2
C1orf198,CERCAM,TAGLN,EPAS1,HIPK1-AS1,LTBP1,GALNT16,LINC01088,SLC12A2
ARHGEF17,PYHIN1,HTRA3,IGLL5,CCL22,ZBTB32,FKBP7,AC130456.2,WNT5B
ATP1B1,RBMS3,FENDRR,KRT24,SSUH2,SNORD3B-2,HECW2,C1R,ADCY9
COL9A3,NRP2,HSD17B2,PFKFB3,CCL18,CRIPT,FLT4,RARRES1,TIGIT
ITGAX,HOXB-AS1,MIR194-2HG,CERCAM,EMCN,LINC02446,SLFN13,AC084026.2,RAB21
DES,PALLD,FAM107A,DLL1,LINC00992,RERGL,SLC7A2,ANKS1B,HAND2-AS1
DNASE1L3,ST6GALNAC1,AC010624.5,PTGFR,GCNT2,FN1,ZFYVE28,LINC00844,ASB7
PCP4,CMIP,SMIM31,FBXO32,MARVELD2,NPR1,LINC01559,WHRN,ADAM19
FRMD1,INMT,LYAR,MNAT1,EPHA1-AS1,C5AR1,CD177,COLGALT2,MYBL1
MYC,ADAMTS1,PLP1,RERGL,GGTA1P,EDNRA,CD8B,SCD,PPP1R16A
ZNF521,SELENBP1,BATF,ZFP14,SLF1,PARP15,FOXD2,AC007569.1,PGAP1
FA2H,GGT5,CD40LG,PTGS1,FOXA1,EPHA1-AS1,A1CF,XKR4,NT5DC3
CARD10,ZNF331,CREM,IL6,LINC01991,ADAMTSL3,LINC02446,IL21,RNF152
SPRY1,ITPR1,OLFML2A,COL14A1,KLRF1,CFD,C3,TOM1L1,ABCB9
TSC22D1,CD5,INHBA,ATP2B4,CADM2,NXN,SFTA1P,MAFB,PCDH17
ADAMTS9,KRT19,SNORC,TBC1D4,ATF7IP,CD1E,TIE1,TFAP2A,UGT8
LTBP2,NBPF9,KIAA1217,FSCN1,RFLNA,LINC00662,COL5A3,SDK2,APOD
LY96,LYZ,CEACAM7,SMPDL3A,AC104170.1,TRAF1,SLC14A1,FHOD3,MEGF6
ARL14,PRKCQ-AS1,LIMCH1,PBX4,CLEC9A,MYBL1,AZGP1,AL162151.1,AZGP1
TFCP2L1,CDX2,FKBP5,CDK14,TMEM71,RPS12,PRRX2,FSTL3,GDA
MRC1,SAMD3,ADGRF5,TLE4,GOLGA2P5,RPS21,AC002377.1,FKBP5,SMIM25
CARMN,PRF1,CCL20,CRIM1,AC007569.1,AC007384.1,NPTX2,SFTA1P,CX3CL1
CFL2,SFRP4,NLRP3,MEG3,XKR4,PDLIM3,NPY1R,JPH2,NXN
NEXN,DCTN5,CXCL3,CCDC18-AS1,ST6GALNAC2,JADE1,SVIL,MASP1,HLA-DRB1
MARVELD2,CD163,FRMD1,PDE1A,VPS37B,FAM13C,FGFBP2,CCDC80,PARVA
SPINK4,ACE,UAP1,MARCO,SFI1,KIAA1755,ADAMTSL1,APOBEC3A,GREM1
HMCN2,SVIL,F13A1,RGCC,LINC01843,MYC,ATP8B2,SLC18A2,EPHA4
LMOD1,CFLAR,SELENON,VCAM1,SLFN12L,MAMDC2,TMIGD1,CCDC170,CSAD
ABCA9,CBX6,HSPB8,CCR4,TRAF1,PI16,MSRB3,TTYH1,LINC00173
